tweet_id,user_id,username,screenname,followers_count,friends_count,listed_count,favourites_count,geo_enabled,following,location,text,created_at,place,coordinates,geo,favorited,favorite_count,retweeted,retweet_count,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,contributors,source,truncated,hashtags,urls,symbols,user_mentions
636444480934166528,118882765,Dan Roberts,threadslike,213,236,10,258,True,False,Melbourne,Ahh just going on record to let you know the models in Auckland are super cute... 00psydaisy w/… https://t.co/By98qplnEE,2015-08-26 07:46,"Place(_api=<tweepy.api.API object at 0x104bf9990>, country_code=u'NZ', url=u'https://api.twitter.com/1.1/geo/id/0022e3c837579650.json', country=u'New Zealand', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x104bf9990>, type=u'Polygon', coordinates=[[[174.162124, -37.292418], [175.551257, -37.292418], [175.551257, -35.898837], [174.162124, -35.898837]]]), contained_within=[], full_name=u'Auckland City, New Zealand', attributes={}, id=u'0022e3c837579650', name=u'Auckland City')","{u'type': u'Point', u'coordinates': [174.75940725, -36.84079516]}","{u'type': u'Point', u'coordinates': [-36.84079516, 174.75940725]}",False,0,False,0,,,,,Instagram,False,[],"[{u'url': u'https://t.co/By98qplnEE', u'indices': [97, 120], u'expanded_url': u'https://instagram.com/p/61rTSwzgBj/', u'display_url': u'instagram.com/p/61rTSwzgBj/'}]",[],[]
636443543301656576,114162222,Tasha Hohaia,tashahohaia,552,772,2,365,True,False,"Auckland, Aotearoa",We be singing 🎶 Wahine Wellness #shebebeautiful 🌸 @ West Auckland Healthcare - Wai Health Clinic https://t.co/vuDlWkJNpl,2015-08-26 07:42,"Place(_api=<tweepy.api.API object at 0x104bf9990>, country_code=u'NZ', url=u'https://api.twitter.com/1.1/geo/id/0022e3c837579650.json', country=u'New Zealand', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x104bf9990>, type=u'Polygon', coordinates=[[[174.162124, -37.292418], [175.551257, -37.292418], [175.551257, -35.898837], [174.162124, -35.898837]]]), contained_within=[], full_name=u'Auckland City, New Zealand', attributes={}, id=u'0022e3c837579650', name=u'Auckland City')","{u'type': u'Point', u'coordinates': [174.63266886, -36.88212055]}","{u'type': u'Point', u'coordinates': [-36.88212055, 174.63266886]}",False,0,False,0,,,,,Instagram,False,"[{u'indices': [34, 49], u'text': u'shebebeautiful'}]","[{u'url': u'https://t.co/vuDlWkJNpl', u'indices': [99, 122], u'expanded_url': u'https://instagram.com/p/61q4HfNTSd/', u'display_url': u'instagram.com/p/61q4HfNTSd/'}]",[],[]
636442907457777664,147864859,Kevin Meneses,EngrKebin,1088,656,15,25607,True,False,"Auckland, New Zealand","I missed this! Hah (@ AUT University Sport+Fitness Centre, North Shore Campus in Auckland) https://t.co/0fwJN2rQ4a http://t.co/WAcffUzN49",2015-08-26 07:39,"Place(_api=<tweepy.api.API object at 0x104bf9990>, country_code=u'NZ', url=u'https://api.twitter.com/1.1/geo/id/0022e3c837579650.json', country=u'New Zealand', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x104bf9990>, type=u'Polygon', coordinates=[[[174.162124, -37.292418], [175.551257, -37.292418], [175.551257, -35.898837], [174.162124, -35.898837]]]), contained_within=[], full_name=u'Auckland City, New Zealand', attributes={}, id=u'0022e3c837579650', name=u'Auckland City')","{u'type': u'Point', u'coordinates': [174.75687193, -36.79662487]}","{u'type': u'Point', u'coordinates': [-36.79662487, 174.75687193]}",False,0,False,0,,,,,Foursquare,False,[],"[{u'url': u'https://t.co/0fwJN2rQ4a', u'indices': [91, 114], u'expanded_url': u'https://www.swarmapp.com/c/deCd74PJ89Z', u'display_url': u'swarmapp.com/c/deCd74PJ89Z'}]",[],[]
636442194245718016,30096558,Jayson Kingsbeer,jaysonkingsbeer,2732,931,150,1470,True,False,"Auckland, New Zealand",Rescue mission (@ The Parenting Place in Auckland) https://t.co/f4FYovLZYW,2015-08-26 07:36,"Place(_api=<tweepy.api.API object at 0x104bf9990>, country_code=u'NZ', url=u'https://api.twitter.com/1.1/geo/id/0022e3c837579650.json', country=u'New Zealand', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x104bf9990>, type=u'Polygon', coordinates=[[[174.162124, -37.292418], [175.551257, -37.292418], [175.551257, -35.898837], [174.162124, -35.898837]]]), contained_within=[], full_name=u'Auckland City, New Zealand', attributes={}, id=u'0022e3c837579650', name=u'Auckland City')","{u'type': u'Point', u'coordinates': [174.79277459, -36.88901444]}","{u'type': u'Point', u'coordinates': [-36.88901444, 174.79277459]}",False,0,False,0,,,,,Foursquare,False,[],"[{u'url': u'https://t.co/f4FYovLZYW', u'indices': [51, 74], u'expanded_url': u'https://www.swarmapp.com/c/lg3vm78BldD', u'display_url': u'swarmapp.com/c/lg3vm78BldD'}]",[],[]
636440465890344960,468188179,WeatherGuy,WeatherGuyAKL,40,15,3,0,True,False,Devonport - Auckland,Devonport :- the current temp is 12.1°C | wind speed 0.0 km/h | gusting 0.0 km/h | rain today 0.0 mm | http://t.co/L8Xwxd2izS,2015-08-26 07:30,"Place(_api=<tweepy.api.API object at 0x104bf9990>, country_code=u'NZ', url=u'https://api.twitter.com/1.1/geo/id/0022e3c837579650.json', country=u'New Zealand', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x104bf9990>, type=u'Polygon', coordinates=[[[174.162124, -37.292418], [175.551257, -37.292418], [175.551257, -35.898837], [174.162124, -35.898837]]]), contained_within=[], full_name=u'Auckland City, New Zealand', attributes={}, id=u'0022e3c837579650', name=u'Auckland City')","{u'type': u'Point', u'coordinates': [174.79388889, -36.81944444]}","{u'type': u'Point', u'coordinates': [-36.81944444, 174.79388889]}",False,0,False,0,,,,,Sandaysoft Cumulus,False,[],"[{u'url': u'http://t.co/L8Xwxd2izS', u'indices': [103, 125], u'expanded_url': u'http://goo.gl/p4hnT', u'display_url': u'goo.gl/p4hnT'}]",[],[]
636439454543179776,3011810720,_Zin,ISTAYWOOPIN,314,445,1,649,True,False,"Mount Roskill, Auckland City",Amazing performance tonight Son. So proud of you LA. The funniest on… https://t.co/DashyLouau,2015-08-26 07:26,"Place(_api=<tweepy.api.API object at 0x104bf9990>, country_code=u'NZ', url=u'https://api.twitter.com/1.1/geo/id/0022e3c837579650.json', country=u'New Zealand', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x104bf9990>, type=u'Polygon', coordinates=[[[174.162124, -37.292418], [175.551257, -37.292418], [175.551257, -35.898837], [174.162124, -35.898837]]]), contained_within=[], full_name=u'Auckland City, New Zealand', attributes={}, id=u'0022e3c837579650', name=u'Auckland City')","{u'type': u'Point', u'coordinates': [174.78595177, -36.92424816]}","{u'type': u'Point', u'coordinates': [-36.92424816, 174.78595177]}",False,0,False,0,,,,,Instagram,False,[],"[{u'url': u'https://t.co/DashyLouau', u'indices': [70, 93], u'expanded_url': u'https://instagram.com/p/61pBPEQiOvNF80CvPpMytNC7BuqZW3UWeu8kk0/', u'display_url': u'instagram.com/p/61pBPEQiOvNF\u2026'}]",[],[]
636438219605864448,222740497,Jerome Veitayaki,jerome_fiji,225,1997,7,1501,True,False,"Suva, Fiji Islands","Blackforest &amp; Wine after work, now to the night market 💋❤💪💜👍✌ @ Dannemora Motor Inn https://t.co/6QnJOjN9aI",2015-08-26 07:21,"Place(_api=<tweepy.api.API object at 0x104bf9990>, country_code=u'NZ', url=u'https://api.twitter.com/1.1/geo/id/0022e3c837579650.json', country=u'New Zealand', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x104bf9990>, type=u'Polygon', coordinates=[[[174.162124, -37.292418], [175.551257, -37.292418], [175.551257, -35.898837], [174.162124, -35.898837]]]), contained_within=[], full_name=u'Auckland City, New Zealand', attributes={}, id=u'0022e3c837579650', name=u'Auckland City')","{u'type': u'Point', u'coordinates': [174.90570198, -36.95422889]}","{u'type': u'Point', u'coordinates': [-36.95422889, 174.90570198]}",False,0,False,0,,,,,Instagram,False,[],"[{u'url': u'https://t.co/6QnJOjN9aI', u'indices': [88, 111], u'expanded_url': u'https://instagram.com/p/61odWiOL5x/', u'display_url': u'instagram.com/p/61odWiOL5x/'}]",[],[]
636435392141496320,782352,Harrison ⚡️,harrison_,3314,510,42,11241,True,False,"Auckland, New Zealand",@zzap how does it taste?,2015-08-26 07:09,"Place(_api=<tweepy.api.API object at 0x104bf9990>, country_code=u'NZ', url=u'https://api.twitter.com/1.1/geo/id/0022e3c837579650.json', country=u'New Zealand', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x104bf9990>, type=u'Polygon', coordinates=[[[174.162124, -37.292418], [175.551257, -37.292418], [175.551257, -35.898837], [174.162124, -35.898837]]]), contained_within=[], full_name=u'Auckland City, New Zealand', attributes={}, id=u'0022e3c837579650', name=u'Auckland City')","{u'type': u'Point', u'coordinates': [174.77856643, -36.85326684]}","{u'type': u'Point', u'coordinates': [-36.85326684, 174.77856643]}",False,0,False,0,zzap,636434943913160704,383323,,Tweetbot for iΟS,False,[],[],[],"[{u'id': 383323, u'indices': [0, 5], u'id_str': u'383323', u'screen_name': u'zzap', u'name': u'undercaffeinated boy'}]"
636434819841261569,552223645,Michael Bain,mikejbain,260,623,8,862,True,False,"Auckland, New Zealand",@TheStoryNZ I may not be at work but supporting my colleagues. Good story on the rentals. http://t.co/qHVp09jkeT,2015-08-26 07:07,"Place(_api=<tweepy.api.API object at 0x104bf9990>, country_code=u'NZ', url=u'https://api.twitter.com/1.1/geo/id/0022e3c837579650.json', country=u'New Zealand', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x104bf9990>, type=u'Polygon', coordinates=[[[174.162124, -37.292418], [175.551257, -37.292418], [175.551257, -35.898837], [174.162124, -35.898837]]]), contained_within=[], full_name=u'Auckland City, New Zealand', attributes={}, id=u'0022e3c837579650', name=u'Auckland City')","{u'type': u'Point', u'coordinates': [174.80084, -36.887281]}","{u'type': u'Point', u'coordinates': [-36.887281, 174.80084]}",False,2,False,0,TheStoryNZ,,3252114355,,iOS,False,[],[],[],"[{u'id': 3252114355, u'indices': [0, 11], u'id_str': u'3252114355', u'screen_name': u'TheStoryNZ', u'name': u'Story on TV3'}]"
636434581131018240,149386958,arnold uli jr.,arnoldjzack,40,48,2,0,True,False,Philippines,Caught my attention while strolling around Mangere Bridge township @ Mangere Bridge Township https://t.co/Ha2uBgmZXt,2015-08-26 07:06,"Place(_api=<tweepy.api.API object at 0x104bf9990>, country_code=u'NZ', url=u'https://api.twitter.com/1.1/geo/id/0022e3c837579650.json', country=u'New Zealand', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x104bf9990>, type=u'Polygon', coordinates=[[[174.162124, -37.292418], [175.551257, -37.292418], [175.551257, -35.898837], [174.162124, -35.898837]]]), contained_within=[], full_name=u'Auckland City, New Zealand', attributes={}, id=u'0022e3c837579650', name=u'Auckland City')","{u'type': u'Point', u'coordinates': [174.78696752, -36.94192273]}","{u'type': u'Point', u'coordinates': [-36.94192273, 174.78696752]}",False,0,False,0,,,,,Instagram,False,[],"[{u'url': u'https://t.co/Ha2uBgmZXt', u'indices': [93, 116], u'expanded_url': u'https://instagram.com/p/61mzctLFJd/', u'display_url': u'instagram.com/p/61mzctLFJd/'}]",[],[]
